Unnamed: 0,uid,user_city,item_id,author_id,item_city,channel,finish,like,music_id,duration_time,real_time,H,date
2617,12805,234.0,648543,167,6.0,0,0,0,375.0,7,2019-10-29 18:10:02,18,2019-10-29
2620,337,70.0,2932566,227685,227.0,0,0,0,5107.0,21,2019-10-23 21:12:11,21,2019-10-23
2623,16722,99.0,2762,14669,51.0,0,0,0,39.0,10,2019-10-23 01:44:38,1,2019-10-23
2625,20145,45.0,232277,13561,183.0,0,0,0,5302.0,10,2019-10-20 22:55:39,22,2019-10-20
2626,25095,120.0,1650861,425591,26.0,0,0,0,76312.0,10,2019-10-28 21:52:15,21,2019-10-28
2629,8736,92.0,1077178,270924,151.0,0,0,0,595.0,10,2019-10-22 19:27:00,19,2019-10-22
2634,11560,301.0,3237979,2930,84.0,0,1,0,3480.0,9,2019-10-28 01:31:11,1,2019-10-28
2637,22417,98.0,30699,14937,80.0,0,0,0,129.0,27,2019-10-23 17:14:20,17,2019-10-23
2638,30677,68.0,125551,42276,3.0,0,0,0,2818.0,10,2019-10-23 02:35:45,2,2019-10-23
2643,1120,167.0,7941,3583,151.0,0,1,0,21943.0,5,2019-10-27 07:57:20,7,2019-10-27
2646,35815,31.0,3617186,9199,33.0,3,0,0,5779.0,10,2019-10-24 14:32:56,14,2019-10-24
2649,61760,30.0,1258334,463952,261.0,0,0,0,222.0,9,2019-10-16 18:38:48,18,2019-10-16
2651,3885,31.0,2950865,30733,13.0,0,1,0,8217.0,10,2019-10-22 06:31:54,6,2019-10-22
2654,30245,150.0,3813072,462010,49.0,0,1,0,6228.0,10,2019-10-24 23:28:43,23,2019-10-24
2655,30744,98.0,1196,5184,136.0,0,0,0,726.0,10,2019-10-26 01:09:26,1,2019-10-26
2657,57526,210.0,5956,49461,35.0,0,0,0,1221.0,11,2019-10-12 00:08:44,0,2019-10-12
2659,6596,100.0,125370,12449,276.0,0,0,0,273.0,7,2019-10-10 19:56:55,19,2019-10-10
2662,57521,167.0,1262312,464568,169.0,0,0,0,43.0,7,2019-09-23 09:31:23,9,2019-09-23
2674,44198,11.0,1129017,362664,111.0,0,0,0,3170.0,9,2019-10-08 04:36:44,4,2019-10-08
2675,10780,163.0,342991,3889,12.0,0,0,0,197.0,10,2019-09-28 19:28:05,19,2019-09-28
2679,13153,254.0,101251,36687,154.0,0,0,0,1121.0,9,2019-10-26 22:10:47,22,2019-10-26
2685,8459,148.0,6148,1908,134.0,0,0,0,277.0,40,2019-10-14 22:25:39,22,2019-10-14
2688,14776,99.0,158999,104590,165.0,0,0,0,22.0,18,2019-10-23 05:54:23,5,2019-10-23
2691,4996,31.0,36185,5859,238.0,0,1,0,727.0,3,2019-10-03 01:11:01,1,2019-10-03
2695,15373,143.0,795549,34162,63.0,0,0,0,220.0,9,2019-10-27 22:16:29,22,2019-10-27
2698,3641,19.0,68,843,1.0,0,1,0,680.0,10,2019-10-25 07:29:07,7,2019-10-25
2707,32239,128.0,1049033,9944,39.0,0,0,0,2891.0,10,2019-10-29 06:29:38,6,2019-10-29
2708,4830,319.0,1073995,687897,173.0,3,0,0,1235.0,6,2019-10-30 07:38:32,7,2019-10-30
2709,8256,209.0,325173,1518,103.0,0,0,0,8979.0,9,2019-10-10 05:34:50,5,2019-10-10
2710,1903,72.0,2067760,60257,277.0,0,0,0,7345.0,29,2019-10-03 04:07:03,4,2019-10-03
2715,5919,139.0,3244757,20328,65.0,0,1,0,272.0,10,2019-10-27 18:28:30,18,2019-10-27
2716,45330,83.0,11203,22053,10.0,0,1,0,8073.0,21,2019-10-16 13:16:27,13,2019-10-16
2717,13144,35.0,312743,391,33.0,0,1,0,2492.0,34,2019-10-26 19:23:10,19,2019-10-26
2729,13126,248.0,783191,656231,254.0,0,0,0,1589.0,8,2019-10-29 22:36:41,22,2019-10-29
2733,13515,160.0,1218370,23010,137.0,0,1,0,347.0,6,2019-10-21 06:06:32,6,2019-10-21
2736,3115,109.0,121999,10032,158.0,0,0,0,29894.0,9,2019-09-30 18:55:34,18,2019-09-30
2739,1722,81.0,1147205,651017,28.0,0,0,0,35.0,29,2019-10-29 23:58:02,23,2019-10-29
2741,47568,53.0,189301,63643,28.0,0,1,0,1318.0,7,2019-10-18 17:48:18,17,2019-10-18
2762,46045,248.0,2111001,71253,22.0,0,0,0,5524.0,9,2019-10-24 22:24:12,22,2019-10-24
2765,44874,54.0,684909,215,10.0,0,1,0,162.0,18,2019-10-28 03:48:11,3,2019-10-28
2769,12743,86.0,4109,3221,4.0,0,0,0,294.0,21,2019-10-19 03:34:35,3,2019-10-19
2773,2865,233.0,2963168,241859,67.0,0,0,0,10570.0,7,2019-10-22 02:37:08,2,2019-10-22
2774,18243,77.0,7659,102914,20.0,0,0,0,8.0,9,2019-10-25 00:41:33,0,2019-10-25
2777,10780,163.0,1335646,10464,269.0,0,1,0,1153.0,10,2019-09-28 03:47:12,3,2019-09-28
2781,41173,175.0,1649026,19100,31.0,0,1,0,22.0,10,2019-10-28 05:28:01,5,2019-10-28
2783,2145,159.0,519311,206248,63.0,0,0,0,4237.0,16,2019-10-08 00:39:07,0,2019-10-08
2786,36909,101.0,9530,19108,73.0,0,1,0,3479.0,9,2019-10-06 23:40:06,23,2019-10-06
2787,52776,185.0,301111,49337,22.0,0,0,0,22.0,10,2019-10-23 02:21:42,2,2019-10-23
2789,3336,92.0,1791573,771767,170.0,0,0,0,30.0,9,2019-10-29 02:03:36,2,2019-10-29
2794,45596,63.0,1156180,3095,151.0,0,1,0,87.0,10,2019-10-21 08:48:39,8,2019-10-21
2795,4756,44.0,1017845,395677,320.0,0,1,0,63.0,10,2019-10-13 05:18:09,5,2019-10-13
2801,12401,154.0,642478,43370,34.0,0,0,0,3463.0,9,2019-10-28 21:59:35,21,2019-10-28
2802,23241,76.0,81127,48421,252.0,0,0,0,701.0,8,2019-10-21 18:54:02,18,2019-10-21
2805,6154,206.0,816375,342313,169.0,0,0,0,692.0,10,2019-10-14 16:46:19,16,2019-10-14
2809,34574,47.0,7702,19541,22.0,0,1,0,1993.0,10,2019-10-26 08:12:01,8,2019-10-26
2810,3503,24.0,2804,7134,60.0,0,0,0,59.0,11,2019-10-26 19:52:49,19,2019-10-26
2811,225,46.0,715889,34569,41.0,0,0,0,208.0,10,2019-10-29 05:47:00,5,2019-10-29
2812,43867,140.0,574166,4865,147.0,0,0,0,1813.0,10,2019-10-08 02:11:16,2,2019-10-08
2814,36279,224.0,1098430,58673,26.0,0,0,0,468.0,4,2019-10-17 07:03:43,7,2019-10-17
2816,58659,41.0,328576,34541,69.0,0,1,0,452.0,4,2019-10-13 18:49:43,18,2019-10-13
2818,46834,122.0,3222281,330492,56.0,0,0,0,14250.0,10,2019-10-23 20:15:19,20,2019-10-23
2820,1452,47.0,163185,52243,4.0,0,1,0,8785.0,5,2019-10-22 03:13:52,3,2019-10-22
2827,11899,156.0,68808,17804,127.0,0,1,0,105.0,6,2019-10-25 00:47:35,0,2019-10-25
2830,7936,194.0,799495,158810,101.0,0,0,0,22.0,9,2019-10-25 08:20:05,8,2019-10-25
2835,1089,123.0,116912,68353,17.0,0,0,0,18025.0,12,2019-10-21 02:45:23,2,2019-10-21
2838,21877,200.0,56360,23033,286.0,0,0,0,578.0,3,2019-10-15 03:43:46,3,2019-10-15
2844,8236,44.0,5441,13338,6.0,0,0,0,509.0,7,2019-10-20 10:01:18,10,2019-10-20
2853,7335,158.0,777736,132488,9.0,0,0,0,8605.0,5,2019-10-06 08:17:35,8,2019-10-06
2862,23353,138.0,1862574,113371,73.0,0,1,0,75.0,10,2019-10-26 01:34:01,1,2019-10-26
2863,47408,66.0,129880,203275,103.0,0,1,0,1210.0,15,2019-10-21 12:07:41,12,2019-10-21
2864,6300,92.0,1034099,683445,178.0,0,0,0,22.0,11,2019-10-29 22:38:11,22,2019-10-29
2866,13980,6.0,6362,7652,64.0,0,0,0,111.0,10,2019-10-26 03:40:38,3,2019-10-26
2872,1458,208.0,439033,215022,158.0,0,0,0,65.0,7,2019-09-30 00:13:37,0,2019-09-30
2873,4633,92.0,50507,2627,159.0,0,0,0,63.0,10,2019-10-27 08:19:31,8,2019-10-27
2876,4068,92.0,1964735,39231,14.0,0,0,0,22.0,10,2019-10-23 15:48:48,15,2019-10-23
2878,23293,158.0,711339,6198,55.0,0,1,0,4326.0,10,2019-10-28 00:10:52,0,2019-10-28
2879,17613,171.0,21832,4783,101.0,0,0,0,3499.0,8,2019-10-27 05:48:56,5,2019-10-27
2880,387,5.0,18724,39846,70.0,0,1,0,2407.0,9,2019-10-19 06:10:53,6,2019-10-19
2885,44450,56.0,18229,9272,39.0,0,1,0,1866.0,7,2019-10-24 08:48:37,8,2019-10-24
2890,33026,51.0,3298,7214,48.0,0,0,0,22.0,40,2019-10-25 20:04:24,20,2019-10-25
2899,7184,24.0,14294,5019,136.0,0,1,0,25.0,14,2019-10-20 05:36:42,5,2019-10-20
2902,15279,115.0,3300757,20556,63.0,0,1,0,25457.0,10,2019-10-26 00:46:06,0,2019-10-26
2903,235,21.0,3918421,463181,7.0,3,0,0,229.0,9,2019-10-26 01:21:05,1,2019-10-26
2904,57802,134.0,178640,22279,54.0,0,1,0,7208.0,9,2019-10-16 18:32:03,18,2019-10-16
2905,347,175.0,1302,9296,32.0,0,0,0,696.0,7,2019-10-26 16:03:33,16,2019-10-26
2908,5139,110.0,650375,11462,22.0,0,1,0,945.0,7,2019-10-28 03:47:14,3,2019-10-28
2910,35057,73.0,3623,18136,261.0,0,0,0,6509.0,7,2019-10-08 06:40:27,6,2019-10-08
2914,19147,253.0,3546707,21142,29.0,0,0,0,3378.0,21,2019-10-09 18:31:34,18,2019-10-09
2925,65027,21.0,60255,51276,69.0,0,1,0,3560.0,6,2019-10-04 06:57:11,6,2019-10-04
2927,2936,97.0,997851,28875,60.0,0,1,0,57.0,9,2019-10-20 01:53:31,1,2019-10-20
2931,1192,15.0,25437,871,116.0,0,1,0,726.0,19,2019-10-19 22:48:39,22,2019-10-19
2932,695,260.0,635943,17623,20.0,0,1,0,15676.0,10,2019-10-29 21:42:03,21,2019-10-29
2934,25396,6.0,634649,21173,22.0,0,0,0,1536.0,5,2019-10-29 17:30:03,17,2019-10-29
2936,2844,30.0,18079,74601,186.0,0,1,0,2419.0,10,2019-10-19 00:24:49,0,2019-10-19
2938,22109,118.0,3526762,620585,141.0,0,1,0,1479.0,10,2019-10-25 01:04:02,1,2019-10-25
2944,22835,106.0,8149,428,1.0,0,0,0,22.0,7,2019-10-26 01:56:39,1,2019-10-26
2947,6902,61.0,5726,8925,128.0,0,0,0,82.0,9,2019-10-23 05:31:00,5,2019-10-23
2948,30629,8.0,1153407,86918,6.0,0,1,0,13250.0,10,2019-10-27 23:51:17,23,2019-10-27
2949,22687,74.0,23903,29937,42.0,0,0,0,668.0,7,2019-10-26 00:22:17,0,2019-10-26
2951,24343,228.0,225856,129837,55.0,0,0,0,220.0,10,2019-10-25 01:48:12,1,2019-10-25
2957,6712,89.0,534425,37808,34.0,0,1,0,506.0,3,2019-10-22 04:08:01,4,2019-10-22
2964,48280,100.0,6542,3279,25.0,0,0,0,987.0,11,2019-10-14 18:12:11,18,2019-10-14
2972,45386,8.0,49209,13414,84.0,0,0,0,7323.0,9,2019-10-23 05:01:58,5,2019-10-23
2975,32489,264.0,11113,27812,148.0,0,1,0,22.0,7,2019-10-25 22:10:58,22,2019-10-25
2979,12262,175.0,733108,214360,41.0,3,0,0,25.0,10,2019-10-29 23:52:11,23,2019-10-29
2982,6720,16.0,839315,90643,151.0,0,0,0,408.0,9,2019-10-13 00:28:15,0,2019-10-13
2985,36170,68.0,841560,224815,13.0,0,0,0,82.0,10,2019-10-04 05:36:29,5,2019-10-04
2987,57276,260.0,5497,9953,5.0,0,0,0,1581.0,21,2019-10-11 02:42:01,2,2019-10-11
2993,239,66.0,1307979,3214,6.0,0,1,0,1182.0,10,2019-10-21 23:00:54,23,2019-10-21
2995,2008,137.0,344141,64094,49.0,0,1,0,284.0,11,2019-10-23 21:56:29,21,2019-10-23
2997,45532,27.0,21376,145443,331.0,0,1,0,110.0,4,2019-10-13 03:05:26,3,2019-10-13
3004,36921,109.0,348863,81921,60.0,0,0,0,87.0,10,2019-10-11 23:43:33,23,2019-10-11
3006,1410,63.0,1667772,4705,85.0,0,0,0,606.0,9,2019-09-30 03:16:59,3,2019-09-30
3008,43741,201.0,64723,56196,5.0,0,0,0,468.0,37,2019-10-26 21:43:54,21,2019-10-26
3019,31507,280.0,249191,6237,83.0,0,1,0,7455.0,10,2019-10-20 21:47:59,21,2019-10-20
3029,4848,135.0,606,13226,19.0,0,1,0,453.0,13,2019-10-25 04:03:42,4,2019-10-25
3032,4785,225.0,1232276,248428,119.0,0,1,0,10371.0,10,2019-10-22 03:29:28,3,2019-10-22
3033,62709,104.0,96852,12911,223.0,0,1,0,31758.0,35,2019-10-16 23:08:29,23,2019-10-16
3034,33175,199.0,6765,9013,88.0,0,1,0,3122.0,7,2019-10-20 19:43:56,19,2019-10-20
3036,4176,237.0,633066,347491,8.0,0,0,0,220.0,7,2019-10-30 02:19:05,2,2019-10-30
3038,25327,129.0,21852,18132,63.0,0,1,0,2537.0,7,2019-10-25 22:07:51,22,2019-10-25
3043,6753,242.0,2795245,563364,165.0,0,0,0,82.0,20,2019-10-23 02:23:21,2,2019-10-23
3049,24226,222.0,508807,132885,17.0,0,1,0,610.0,5,2019-10-20 21:23:27,21,2019-10-20
3056,11000,175.0,669831,31253,105.0,0,0,0,220.0,8,2019-10-29 23:58:34,23,2019-10-29
3060,7698,109.0,369253,36001,69.0,0,1,0,652.0,6,2019-10-05 10:03:51,10,2019-10-05
3061,9183,28.0,89770,211,78.0,0,1,0,30479.0,11,2019-10-25 00:46:35,0,2019-10-25
3067,5599,127.0,10468,169562,133.0,0,0,0,1664.0,9,2019-10-16 23:24:02,23,2019-10-16
3068,46405,11.0,2640732,58012,115.0,0,0,0,21621.0,6,2019-10-02 12:07:51,12,2019-10-02
3071,1034,54.0,148439,8853,12.0,0,0,0,456.0,9,2019-10-21 19:37:44,19,2019-10-21
3072,30855,6.0,792915,88096,165.0,0,0,0,18598.0,10,2019-10-28 00:50:13,0,2019-10-28
3081,15608,317.0,19944,108825,18.0,0,0,0,404.0,10,2019-10-23 05:10:09,5,2019-10-23
3082,36761,129.0,25360,11347,7.0,0,1,1,232.0,9,2019-10-22 23:29:53,23,2019-10-22
3085,30590,29.0,9107,19533,69.0,0,0,0,1096.0,18,2019-10-27 05:52:44,5,2019-10-27
3087,12491,68.0,78599,6891,22.0,0,1,0,20.0,9,2019-10-23 04:56:21,4,2019-10-23
3088,2096,70.0,1018827,96327,52.0,0,1,0,14096.0,19,2019-10-12 19:56:53,19,2019-10-12
3090,41351,116.0,58940,9632,17.0,0,1,0,317.0,10,2019-10-24 23:21:10,23,2019-10-24
3095,20309,7.0,3245674,17726,151.0,0,1,0,199.0,5,2019-10-27 20:50:24,20,2019-10-27
3102,12293,97.0,648156,28607,79.0,0,1,0,63.0,10,2019-10-29 01:13:36,1,2019-10-29
3104,4572,70.0,1686530,61682,64.0,0,0,0,2640.0,9,2019-10-14 19:06:43,19,2019-10-14
3105,34670,6.0,2134450,74653,66.0,0,0,0,58166.0,7,2019-10-25 23:20:16,23,2019-10-25
3109,53318,6.0,3238367,4273,73.0,0,1,0,67.0,9,2019-10-27 23:24:27,23,2019-10-27
3110,2738,15.0,129880,203275,103.0,0,0,0,1210.0,15,2019-10-21 12:07:41,12,2019-10-21
3115,35942,8.0,33230,2683,75.0,0,0,0,22.0,10,2019-10-26 17:31:17,17,2019-10-26
3117,11097,214.0,2914603,218313,135.0,0,1,0,1783.0,4,2019-10-24 03:02:26,3,2019-10-24
3119,5675,71.0,1004227,680182,64.0,0,0,0,25.0,41,2019-10-30 03:03:38,3,2019-10-30
3133,19354,171.0,772661,9100,56.0,0,1,0,1235.0,9,2019-10-30 04:51:50,4,2019-10-30
3134,13613,300.0,1676343,21898,199.0,0,1,0,6186.0,9,2019-10-28 21:35:07,21,2019-10-28
3139,1184,60.0,38681,10831,6.0,0,0,0,1526.0,9,2019-10-27 01:56:45,1,2019-10-27
3140,34169,21.0,738292,6763,60.0,0,1,0,575.0,6,2019-10-24 19:48:28,19,2019-10-24
3141,3458,75.0,1115603,17115,52.0,0,1,0,14048.0,9,2019-10-07 18:53:24,18,2019-10-07
3142,43196,148.0,114237,6756,20.0,0,1,0,404.0,9,2019-10-21 05:58:59,5,2019-10-21
3146,6138,159.0,1357430,67751,9.0,0,1,0,178.0,28,2019-10-14 03:05:21,3,2019-10-14
3148,2266,16.0,21595,227163,9.0,0,1,0,4441.0,7,2019-10-20 19:32:40,19,2019-10-20
3150,2674,137.0,490080,8828,159.0,0,1,0,2464.0,10,2019-10-17 22:40:56,22,2019-10-17
3151,44738,6.0,812411,62438,22.0,0,1,0,23038.0,9,2019-09-30 22:35:20,22,2019-09-30
3155,16141,29.0,720747,23935,155.0,0,1,0,1470.0,4,2019-10-29 04:44:44,4,2019-10-29
3157,10902,227.0,3237811,2283,204.0,0,0,0,22.0,5,2019-10-27 21:57:10,21,2019-10-27
3163,358,271.0,630929,35115,93.0,0,1,0,4201.0,10,2019-10-07 20:28:08,20,2019-10-07
3166,43858,129.0,2009860,63459,66.0,0,1,0,22.0,10,2019-10-25 05:24:27,5,2019-10-25
3170,6756,16.0,913563,52824,42.0,0,0,0,660.0,9,2019-10-19 05:34:58,5,2019-10-19
3171,13622,46.0,11234,2817,218.0,0,1,0,166.0,10,2019-10-17 16:15:14,16,2019-10-17
3173,1609,6.0,351902,1849,85.0,0,0,0,4783.0,10,2019-10-21 23:22:55,23,2019-10-21
3176,34624,258.0,2613,20706,52.0,0,1,0,3627.0,7,2019-10-16 02:56:49,2,2019-10-16
3177,34613,30.0,147516,20161,15.0,0,1,0,17643.0,9,2019-10-26 23:20:32,23,2019-10-26
3180,25897,167.0,3846057,84296,81.0,0,1,0,22.0,41,2019-10-26 05:03:49,5,2019-10-26
3181,22362,96.0,520056,247394,70.0,0,1,0,5622.0,9,2019-10-17 04:22:15,4,2019-10-17
3184,2050,150.0,320620,14190,67.0,0,0,0,2678.0,4,2019-10-01 00:13:35,0,2019-10-01
3195,32398,116.0,1496057,116847,29.0,0,0,0,3860.0,39,2019-10-21 16:56:42,16,2019-10-21
3198,47700,210.0,96111,28319,23.0,0,1,0,229.0,9,2019-10-23 19:40:26,19,2019-10-23
3204,9649,148.0,9940,9,73.0,0,0,0,1760.0,9,2019-10-08 04:58:01,4,2019-10-08
3207,4834,156.0,2659,13618,114.0,0,0,0,831.0,7,2019-10-13 23:38:25,23,2019-10-13
3209,6758,100.0,4146,581838,218.0,0,1,0,220.0,20,2019-10-25 08:47:24,8,2019-10-25
3214,6665,35.0,1575917,29456,0.0,3,0,0,6491.0,42,2019-10-07 05:17:51,5,2019-10-07
3215,4757,120.0,837301,661919,7.0,0,0,0,249.0,9,2019-10-25 09:36:49,9,2019-10-25
3220,35852,53.0,1760104,74564,118.0,0,0,0,7727.0,10,2019-09-29 07:38:50,7,2019-09-29
3221,11167,129.0,15429,27287,198.0,0,1,0,25.0,10,2019-10-21 18:02:12,18,2019-10-21
3222,33867,7.0,149181,43404,76.0,0,0,0,2861.0,10,2019-10-08 11:05:47,11,2019-10-08
3228,19314,6.0,734134,734,217.0,0,1,0,14090.0,10,2019-10-02 05:31:24,5,2019-10-02
3229,34263,73.0,1071978,5688,177.0,0,1,0,10079.0,10,2019-10-25 00:39:45,0,2019-10-25
3230,7149,134.0,8637,8679,15.0,0,1,0,2121.0,10,2019-10-21 23:32:00,23,2019-10-21
3232,8413,53.0,650187,358483,84.0,0,0,0,408.0,20,2019-10-28 21:28:00,21,2019-10-28
3234,44176,114.0,3821877,650442,7.0,0,0,0,110.0,9,2019-10-24 20:27:23,20,2019-10-24
3236,32763,249.0,1343797,4775,199.0,0,0,0,58.0,41,2019-10-21 22:45:53,22,2019-10-21
3238,18278,297.0,1011537,17635,122.0,0,0,0,1099.0,8,2019-10-27 22:07:31,22,2019-10-27
3246,15244,137.0,216917,29911,120.0,0,1,0,143.0,9,2019-10-26 20:07:30,20,2019-10-26
3247,41324,333.0,1800618,35314,63.0,0,1,0,2246.0,4,2019-10-28 21:27:36,21,2019-10-28
3251,10546,30.0,38151,26814,54.0,0,0,0,325.0,6,2019-10-22 08:13:12,8,2019-10-22
3257,15428,47.0,1232209,65662,266.0,0,0,0,3675.0,10,2019-10-22 01:35:32,1,2019-10-22
3264,18201,157.0,104509,48399,97.0,0,1,0,1836.0,10,2019-10-09 22:45:45,22,2019-10-09
3272,5398,188.0,9537,10811,263.0,0,1,0,108.0,14,2019-10-25 01:55:19,1,2019-10-25
3293,26536,45.0,17501,17947,69.0,0,0,0,22250.0,7,2019-10-23 20:41:23,20,2019-10-23
3294,8947,224.0,283982,204976,86.0,0,0,0,220.0,10,2019-10-26 20:19:02,20,2019-10-26
3300,1949,9.0,697742,1501,104.0,0,1,0,236.0,9,2019-10-28 20:59:46,20,2019-10-28
3311,30769,170.0,1287103,232617,132.0,0,1,0,3424.0,21,2019-10-10 20:47:32,20,2019-10-10
3314,4112,1.0,4076,4723,228.0,0,1,0,22.0,10,2019-10-24 11:15:21,11,2019-10-24
3315,3688,88.0,3541565,61940,82.0,0,0,0,347.0,10,2019-10-25 07:53:10,7,2019-10-25
3320,40771,40.0,19180,2303,85.0,0,1,0,945.0,9,2019-10-27 03:33:20,3,2019-10-27
3321,4443,105.0,84632,26401,3.0,0,0,0,645.0,10,2019-10-08 09:28:06,9,2019-10-08
3322,47024,195.0,329756,76474,2.0,0,0,0,576.0,9,2019-10-17 21:57:37,21,2019-10-17
3331,6336,44.0,474466,436574,156.0,3,0,0,238.0,9,2019-10-27 09:10:37,9,2019-10-27
3337,3702,99.0,10937,2065,34.0,0,0,0,220.0,15,2019-10-27 04:13:22,4,2019-10-27
3341,57441,143.0,1492138,218920,15.0,0,0,0,8969.0,10,2019-10-21 13:39:33,13,2019-10-21
3347,1010,252.0,695133,100586,98.0,0,0,0,3434.0,9,2019-10-18 20:48:27,20,2019-10-18
3349,50445,6.0,92539,110430,69.0,0,0,0,1680.0,21,2019-10-21 01:39:48,1,2019-10-21
3356,20943,159.0,150018,22757,241.0,0,1,0,1511.0,27,2019-10-20 04:12:41,4,2019-10-20
3368,45041,223.0,42153,43821,275.0,0,1,0,22.0,10,2019-10-25 23:26:16,23,2019-10-25
3374,4860,6.0,511508,23213,22.0,0,0,0,7.0,5,2019-10-18 17:22:40,17,2019-10-18
3375,2163,84.0,1060964,119099,135.0,0,0,0,22.0,9,2019-10-28 16:44:50,16,2019-10-28
3377,22001,206.0,2537372,8952,38.0,0,0,0,216.0,10,2019-10-23 06:04:02,6,2019-10-23
3382,5943,110.0,1121819,693269,155.0,0,0,0,1162.0,10,2019-10-30 01:34:07,1,2019-10-30
3387,497,6.0,32069,23898,133.0,0,1,0,2444.0,7,2019-10-21 21:54:49,21,2019-10-21
3388,4882,8.0,170073,26278,39.0,0,1,0,12.0,6,2019-10-19 02:57:21,2,2019-10-19
3390,1913,60.0,592598,55456,202.0,0,1,0,1789.0,9,2019-10-24 23:01:11,23,2019-10-24
3391,3699,178.0,50137,5928,164.0,0,1,0,8.0,10,2019-10-24 03:55:09,3,2019-10-24
3393,2248,53.0,143325,140426,151.0,0,0,0,114.0,9,2019-10-08 21:37:23,21,2019-10-08
3394,6863,106.0,331476,14442,217.0,0,0,0,10406.0,9,2019-10-14 22:54:48,22,2019-10-14
3397,10931,167.0,3838,1652,160.0,0,0,0,5183.0,2,2019-10-27 02:13:57,2,2019-10-27
3398,11388,9.0,148725,3179,33.0,0,1,0,65.0,9,2019-10-07 17:48:00,17,2019-10-07
3406,54058,160.0,6344,4970,47.0,0,1,0,4183.0,9,2019-10-19 08:05:55,8,2019-10-19
3407,2202,97.0,827132,215248,79.0,0,0,0,1091.0,10,2019-10-21 20:19:33,20,2019-10-21
3412,32976,88.0,142078,335873,52.0,0,0,0,518.0,9,2019-10-27 09:11:16,9,2019-10-27
3415,5041,70.0,34441,5185,57.0,0,1,0,28379.0,30,2019-10-27 07:07:45,7,2019-10-27
3416,14611,35.0,4075925,746616,0.0,0,0,0,6290.0,10,2019-10-18 22:57:47,22,2019-10-18
3419,3637,90.0,115126,66034,130.0,0,0,0,1467.0,40,2019-10-10 19:02:45,19,2019-10-10
3421,2628,210.0,6990,22493,69.0,0,0,0,322.0,10,2019-10-19 06:53:28,6,2019-10-19
3423,813,82.0,1336078,85930,38.0,0,0,0,468.0,5,2019-10-22 03:06:49,3,2019-10-22
3426,61876,71.0,291231,206640,135.0,0,0,0,766.0,9,2019-10-26 20:33:24,20,2019-10-26
3429,39749,276.0,85659,10755,68.0,0,0,0,1001.0,10,2019-10-24 17:17:40,17,2019-10-24
3436,16729,143.0,1427203,8074,32.0,0,1,0,3608.0,9,2019-10-22 01:49:00,1,2019-10-22
3437,47988,73.0,313653,31019,160.0,0,0,0,14746.0,20,2019-10-02 20:42:07,20,2019-10-02
3438,32420,93.0,303918,7272,32.0,0,0,0,5926.0,6,2019-10-03 18:05:47,18,2019-10-03
3441,32915,184.0,1638510,6059,34.0,0,1,0,4903.0,9,2019-10-12 20:15:40,20,2019-10-12
3442,6060,73.0,845157,1255,7.0,0,1,0,2012.0,9,2019-10-27 23:33:40,23,2019-10-27
3445,6727,273.0,135731,120570,10.0,0,1,0,217.0,4,2019-10-14 21:07:19,21,2019-10-14
3452,15921,323.0,54595,585036,135.0,0,1,0,1099.0,9,2019-10-25 13:24:22,13,2019-10-25
3453,8433,70.0,6194,172287,64.0,0,0,0,857.0,10,2019-10-26 06:27:39,6,2019-10-26
3455,10421,116.0,42398,218,73.0,0,0,0,2260.0,15,2019-10-23 23:08:11,23,2019-10-23
3456,33199,91.0,6245,106300,79.0,0,1,0,2504.0,7,2019-09-27 18:11:55,18,2019-09-27
3457,32398,116.0,260648,24309,6.0,0,0,0,883.0,9,2019-10-24 08:07:19,8,2019-10-24
3458,33623,45.0,226737,8140,76.0,0,0,0,410.0,7,2019-10-23 11:28:35,11,2019-10-23
3460,20361,340.0,319,97833,85.0,0,1,0,6186.0,39,2019-10-26 20:49:52,20,2019-10-26
3462,11115,123.0,110243,14750,148.0,0,1,0,868.0,10,2019-10-18 19:41:16,19,2019-10-18
3465,2163,84.0,17010,29079,41.0,0,1,0,8136.0,10,2019-10-24 00:06:17,0,2019-10-24
3466,33033,189.0,1648793,53023,3.0,0,0,0,166.0,10,2019-10-23 03:09:10,3,2019-10-23
3467,2554,50.0,608961,22864,39.0,0,1,0,167.0,11,2019-10-25 05:52:11,5,2019-10-25
3469,4024,98.0,9842,255458,108.0,0,0,0,1460.0,9,2019-10-19 08:30:42,8,2019-10-19
3478,20956,221.0,20733,29629,121.0,0,1,0,6725.0,9,2019-10-23 22:37:21,22,2019-10-23
3480,61128,167.0,1209340,13632,72.0,0,0,0,1532.0,10,2019-09-24 11:02:49,11,2019-09-24
3481,3313,57.0,58664,4332,0.0,0,0,0,218.0,9,2019-10-21 14:47:13,14,2019-10-21
3487,31119,150.0,3455,47183,113.0,0,0,0,22.0,10,2019-10-23 04:37:45,4,2019-10-23
3488,29032,68.0,6551,17287,5.0,0,1,0,1188.0,10,2019-10-25 06:56:20,6,2019-10-25
3489,5859,9.0,30824,5538,54.0,0,1,0,452.0,6,2019-10-26 03:29:32,3,2019-10-26
3492,39929,29.0,2964819,242538,10.0,0,0,0,246.0,10,2019-10-24 02:01:33,2,2019-10-24
3495,10353,83.0,2547,10744,85.0,0,0,0,266.0,9,2019-10-26 00:06:01,0,2019-10-26
3496,6439,165.0,321778,45070,254.0,0,0,0,4604.0,9,2019-10-26 00:03:01,0,2019-10-26
